95,39
2946,30
6088,3
6080,9
6083,9
8263,7
2955,65
3803,79
3804,37
1622,85
1621,59
3806,38
3807,64
2951,49
3808,11
3809,22
1629,18
1628,33
2958,129
3800,65
2956,2
6098,62
8277,4
6097,61
8275,12
8276,9
6090,1
6094,39
6096,7
8271,2
2966,38
1633,195
3816,18
2963,73
1638,41
3811,12
1637,48
3812,97
2968,53
3813,68
1636,9
8288,14
8289,4
8286,3
8287,42
8284,10
8285,7
8282,11
8283,10
1646,56
2977,31
3825,2
2974,24
2973,72
1641,39
2972,46
1649,24
3822,15
1648,70
2979,24
8297,42
8291,71
2991,24
8292,41
2990,5
8290,101
8295,118
8296,14
8293,164
8294,105
1657,8
2504,99
1654,38
2501,26
1653,43
1652,29
2981,65
3830,57
2508,117
3832,1
2507,33
2506,71
1658,38
3835,49
3847,51
2999,54
3849,13
2996,25
2511,47
1664,2
2510,86
1662,33
2993,35
1661,52
3842,35
3843,104
2517,83
1669,22
2516,167
1680,86
1679,81
4706,58
1678,16
4709,75
1672,27
3854,58
3856,13
3871,55
1692,18
1689,15
4717,78
1688,94
2535,232
1203,39
1687,11
4719,63
1201,90
1200,42
4712,197
4713,58
3867,9
4715,57
3880,3
1220,13
2550,50
2547,52
4728,14
6907,64
1697,48
2544,57
1211,188
2542,90
3873,77
3875,7
6901,46
6904,2
1218,33
3892,94
3893,9
1230,47
2560,61
6917,8
3404,81
6918,61
1222,45
1221,13
2552,11
802,21
3885,51
803,31
6913,90
3887,51
805,39
4735,195
3409,9
3888,7
806,15
3408,112
6914,124
1241,27
1240,8
2571,17
2570,40
1239,65
3417,77
1236,34
1234,64
2565,274
810,31
3410,15
1232,5
6920,5
813,42
3897,186
3898,69
6924,13
6923,9
817,67
4748,52
1253,57
1250,43
2580,35
6938,12
1248,54
2579,59
1247,50
2576,192
820,17
2575,21
1243,36
822,16
823,9
6930,59
6933,9
825,105
826,27
6934,77
827,29
5605,90
829,36
3429,7
6951,2
5620,34
6950,5
2595,65
2594,127
2593,118
1261,69
2592,60
1260,13
2591,14
3439,100
1259,21
2106,45
2589,23
3435,45
2587,50
3433,47
2102,63
2101,18
2585,116
6942,10
4764,38
836,27
837,13
6946,117
5614,30
838,29
6945,24
839,10
6948,27
2109,22
4780,31
4781,62
5630,19
4783,5
5631,4
3453,67
3452,74
2121,11
2120,97
1270,8
2119,22
2117,105
3447,81
7809,124
2116,41
2599,37
840,63
3446,17
2114,82
1267,90
2597,48
1266,10
3443,141
2112,7
844,31
6953,30
6955,54
4776,23
5623,15
5624,55
4777,44
4778,15
849,29
7803,54
5626,37
4779,5
4791,50
4792,60
5640,39
4310,131
4795,89
4311,7
1286,48
3464,40
2133,1
1285,46
3463,23
1284,56
3461,13
1282,13
3460,80
7819,11
2129,24
2128,65
3459,191
3458,47
1279,64
3456,223
852,1
853,36
3455,53
1277,25
3454,94
856,74
4786,20
7810,51
857,115
4303,3
7813,39
6965,2
5635,8
859,48
6967,7
5637,58
5638,38
5639,17
6980,70
6982,18
5650,31
5651,58
6983,1
1297,309
2144,111
1296,31
3473,87
1291,60
861,25
2137,26
863,33
864,20
2135,79
2134,81
1287,6
3465,5
866,17
4796,61
5643,13
4797,69
868,22
4798,54
6976,61
4315,59
6979,105
6993,30
7840,4
4331,18
4332,6
6511,13
5663,8
6994,34
5664,5
3002,72
3486,14
3000,26
3483,40
2151,66
3480,90
871,50
873,27
3479,59
875,17
2145,135
7833,54
4323,48
878,35
5655,11
6501,41
7835,41
6503,43
6987,1
6505,67
7839,69
5671,56
4341,38
5673,4
2165,32
3010,46
2163,10
2160,93
881,21
3009,54
882,16
3007,82
885,18
3005,133
3489,71
402,50
2157,56
887,55
403,52
6997,4
5665,1
405,22
4335,228
406,23
407,135
4338,88
5680,53
7860,40
4351,16
5683,77
7862,53
5200,88
5684,54
6530,7
4355,18
6532,7
3024,104
3023,3
2174,89
3021,53
3020,60
893,53
3018,61
895,50
896,83
897,19
2168,22
3015,50
3014,97
3498,83
415,66
7855,52
6523,89
417,107
7857,8
5679,1
4349,52
419,3
6528,34
6529,14
7871,47
4361,88
5693,61
5210,158
5694,4
4365,60
5697,104
7874,17
6543,5
3034,130
3033,75
2185,10
3030,74
2182,28
2181,28
421,10
3029,61
422,16
3028,85
3027,90
3026,113
2178,23
425,42
427,22
5204,71
428,22
429,21
4359,7
5208,15
7882,41
4373,55
7881,2
6553,29
7400,54
6552,34
5222,51
6555,111
6554,37
2195,20
2193,58
431,21
432,53
433,12
435,18
3036,1
5215,40
439,70
7879,35
6560,140
7890,74
4384,82
5231,12
4385,20
5233,149
4386,14
6566,59
3056,39
3050,33
440,16
447,29
5226,75
7407,5
6571,17
6570,32
5240,3
7422,35
5245,28
6576,47
5246,36
7423,11
3068,21
3059,83
4389,1
7899,10
6568,2
6567,16
7414,95
5239,49
5253,6
5254,265
5255,12
6101,1
7434,7
3073,37
465,82
3082,8
7440,7
6592,6
5262,76
7442,31
5263,51
6595,40
3080,9
6111,10
6110,6
6594,37
6596,31
7443,47
6599,50
5267,3
3089,244
3084,153
6590,9
5260,6
477,23
6106,4
6589,27
7436,12
6105,17
7439,7
6107,4
6109,5
3092,61
5273,58
7450,34
5274,3
6124,71
6123,89
3099,49
5271,6
488,22
7449,12
6130,6
5285,33
5288,126
5289,48
7467,2
5295,50
5296,8
5298,12
6148,60
7478,92
6156,85
7005,47
6151,60
6149,3
6164,11
7495,1
6166,34
7497,30
7012,43
7498,9
7491,11
7490,3
7493,7
6162,6
6161,22
1701,47
1700,80
1707,27
1706,66
1705,57
6174,35
7021,93
7023,8
6170,33
1718,63
1717,117
1716,10
1714,30
7033,2
7034,1
1723,76
3903,72
3908,2
1729,70
1726,60
6198,15
7047,54
7040,30
7042,3
1734,101
1733,39
3914,13
1732,22
1730,32
3919,42
3910,87
3911,7
3912,11
7054,50
7059,31
7050,50
7052,82
1744,74
3926,64
1749,29
3921,7
1747,24
3922,29
1746,28
7060,7
7062,4
7063,61
3937,52
1754,122
1752,31
3939,6
2607,13
1758,49
2605,50
3933,15
1757,34
2604,28
1770,11
7073,41
7074,21
3946,61
2612,50
3949,5
2619,110
2618,36
3942,12
2617,42
1769,70
1768,29
7088,29
1781,52
1780,35
2625,331
3958,97
1777,57
2623,54
1774,61
4808,48
2620,74
4809,5
1772,71
1771,6
2629,14
3956,51
3970,71
1792,60
1791,29
7092,155
7094,38
1305,73
4815,11
1788,28
3969,39
1787,55
1300,1
1783,54
3962,99
4811,78
1307,87
2638,13
3967,45
4814,45
3980,13
2650,14
2647,11
2646,72
4827,72
1315,55
1799,80
1798,31
4828,141
2645,4
2643,100
1310,64
1793,18
3971,11
4820,56
3973,18
3974,6
4822,9
1319,72
3976,148
4824,48
1330,46
2660,128
2658,77
1326,16
2657,165
2655,63
2654,213
1323,11
1322,59
2653,162
1321,26
2652,17
2651,162
4831,16
903,5
904,55
906,18
3506,31
907,30
908,56
2672,3
2670,13
2669,42
3516,110
2667,73
2665,52
2662,56
913,31
4846,68
3999,5
918,26
1352,67
5706,6
2679,1
2678,1
5709,9
2674,67
3520,38
922,51
3529,72
928,21
5705,23
929,10
2210,133
3541,49
2693,101
1360,53
3538,21
2206,17
3537,193
2205,20
2689,47
1357,117
2687,37
2202,18
2686,63
2685,71
930,24
1353,45
932,27
934,12
935,46
936,24
5713,8
4866,5
937,73
5714,107
938,34
2209,71
4880,1
1374,89
1372,17
3549,11
3548,35
3547,15
7909,2
7908,85
2697,81
941,66
2696,72
942,12
2211,34
943,20
5721,47
945,25
4875,181
946,61
4876,2
947,43
948,31
4879,17
5726,1
5740,3
1385,128
1384,53
3562,136
2231,63
1382,26
2229,5
5739,74
3557,77
1378,59
2225,109
3556,6
1377,39
3555,13
3554,38
2223,29
1375,29
4400,115
4884,48
7910,54
955,25
5732,48
4401,63
956,26
4402,49
7912,39
4886,1
4403,9
4887,3
958,42
959,78
7913,5
5737,47
5738,43
1396,29
2242,11
1394,30
2241,40
2240,105
1393,51
1390,30
7928,18
960,65
2237,181
3568,134
1389,28
3567,23
963,38
2234,14
2233,4
7921,24
4411,8
966,32
5743,91
4896,1
4412,28
967,51
4413,1
968,33
5745,20
4899,44
7924,63
4417,41
7927,46
5760,95
4432,48
2253,22
2252,90
2251,87
3580,81
971,48
972,36
2247,7
2246,40
974,93
3576,21
975,30
2244,3
4422,44
5753,47
977,24
6600,61
5754,2
978,95
4424,73
979,22
5756,18
5757,14
6606,21
4441,21
5772,19
5773,78
6621,4
7952,9
2264,67
3592,1
3591,1
3109,3
981,23
982,30
3106,57
983,5
2258,50
3105,1
2257,72
3104,22
985,33
2256,107
3587,83
3103,67
3586,88
6611,1
989,45
4435,38
506,32
6613,43
5767,1
7946,36
6618,69
5780,60
7961,84
5782,1
4453,57
6632,37
5784,25
5301,71
2276,90
2273,47
991,21
993,181
3117,186
994,33
995,18
3114,44
514,20
5775,77
6623,1
999,37
515,10
5776,41
6624,60
517,20
5778,4
4448,99
7957,1
6628,19
5790,50
5792,3
5793,2
6641,2
4463,81
5310,2
5311,11
5312,7
7973,1
2285,79
3130,66
2281,13
3126,27
3125,75
524,21
2277,18
6634,203
7965,34
525,6
5303,3
5305,33
5306,6
5308,19
5309,5
2290,75
4471,10
5321,88
7982,1
5323,42
3145,27
3144,72
2297,107
2294,26
3140,89
3138,3
2289,63
3136,83
4466,24
5798,47
538,10
5799,69
4468,29
7979,48
4480,40
4481,2
4482,38
7992,44
6661,7
4483,77
7991,2
6663,15
7510,60
7994,10
4485,64
6665,114
7512,29
7996,11
3155,15
3150,49
3148,64
545,49
7986,1
549,62
5326,16
5327,43
7506,1
7508,4
6670,7
5341,56
4011,103
4012,9
7520,7
4013,59
4014,4
3164,56
554,3
5335,94
4488,37
559,39
6668,6
7517,20
4009,8
6681,2
5350,4
6680,1
5351,6
4021,78
6682,10
6685,6
5354,6
4024,38
7534,2
6686,11
7533,5
3173,60
560,40
3171,8
564,17
565,7
566,15
567,26
7529,42
3180,55
6691,5
4030,10
4031,17
5362,1
5363,3
5364,6
7544,46
575,14
579,83
3192,146
4040,74
3191,48
4041,82
6221,45
4043,60
4044,61
5375,24
7553,190
6225,4
5378,44
4047,10
3195,1
581,12
3193,13
584,14
586,10
587,36
589,18
105,21
4037,457
5368,5
108,11
6699,44
6218,50
4051,32
7561,51
5384,35
4055,78
5387,15
7567,8
5388,3
4058,16
6235,8
590,32
592,17
6227,54
4049,11
6226,13
7557,13
6229,70
6241,29
5393,20
7574,19
6243,43
4065,57
4068,6
6246,55
5392,65
127,19
7583,4
6251,54
7101,44
7587,93
4078,8
6255,37
7588,17
6257,3
130,20
4071,74
4072,46
132,28
135,35
7110,11
6262,54
7593,12
4086,2
4088,24
6267,1
7116,46
6269,10
7115,88
7590,3
140,22
6261,13
144,29
147,15
1808,82
6259,1
1805,41
7108,61
1802,34
7120,21
4098,56
4099,164
6278,5
6279,1
150,26
6270,40
151,37
152,51
6272,46
153,18
154,18
1811,46
155,53
1819,8
1816,56
7119,47
1814,79
7131,68
6280,4
163,14
167,12
168,24
1823,34
7143,46
6296,49
7144,47
6299,104
7146,11
7149,7
171,53
175,19
1833,9
178,35
1837,23
1836,80
1835,64
8002,30
8007,5
182,32
183,27
188,1
1842,147
1849,49
1848,33
1847,77
7168,53
8015,1
192,27
7161,5
7162,12
1855,105
2700,58
2708,58
2707,70
1859,61
1858,43
1857,25
8024,6
8025,4
8028,4
8021,2
2713,54
1865,17
1864,46
1861,25
8019,8
7186,16
8033,5
8037,31
8038,4
1880,30
7185,31
2724,42
2721,34
2720,25
2727,93
8044,32
7191,1
8042,55
8043,5
7195,1
1888,73
1403,67
1402,34
1884,22
1407,45
2736,15
8058,2
8050,6
8051,44
2746,101
1413,70
1412,29
1411,38
4929,65
1893,93
1419,50
1418,28
1416,84
2747,77
8068,4
2760,53
1425,46
4938,45
2754,72
1420,26
2751,12
3609,18
3607,68
1428,88
4934,7
8079,9
2770,25
8076,2
8073,22
1437,47
3615,106
2768,29
3614,50
1435,10
2765,37
2764,49
2763,62
1432,6
4940,78
4942,9
4944,45
1439,35
3617,1
3616,11
4946,4
8089,1
8083,40
2781,22
5806,82
1446,17
2777,40
5807,28
3623,4
1444,26
2775,151
5809,8
2774,107
1442,24
1441,21
4953,64
5800,139
4954,6
5801,12
5802,41
3629,21
5804,66
